Cook Islands,2022-02-01,6
Hungary,2022-01-14,26012
Solomon Islands,2022-01-25,1188
South America,2022-01-10,2042063
Portugal,2022-01-14,68843
Malawi,2022-01-22,1670
Niger,2022-01-26,972
United Kingdom,2022-01-16,170973
Anguilla,2022-01-13,21
South America,2022-01-22,2788822
New Zealand,2022-01-20,42727
Moldova,2022-01-14,5806
Palestine,2022-01-08,3012
Eswatini,2022-02-08,949
Belarus,2022-01-22,55656
Somalia,2022-01-27,1578
Burundi,2022-02-06,67
Australia,2022-02-10,185000
Namibia,2022-01-25,13260
Anguilla,2022-01-12,21
Gambia,2022-01-07,2299
Anguilla,2022-01-06,21
Guernsey,2022-01-11,283
Afghanistan,2022-01-30,10925
Qatar,2022-01-26,25532
France,2022-01-25,308889
European Union,2022-02-04,1575852
New Zealand,2022-01-08,27107
Philippines,2022-01-11,744828
Iraq,2022-01-11,50343
Bangladesh,2022-02-10,957674
South America,2022-01-23,2414539
Israel,2022-02-11,6554
Israel,2022-02-20,3356
Grenada,2022-02-04,82
Nauru,2022-01-05,1
Chad,2022-01-06,2544
South America,2022-01-02,1290137
French Polynesia,2022-01-07,453
Albania,2022-01-06,7120
Trinidad and Tobago,2022-01-05,3206
Fiji,2022-02-04,238
Turks and Caicos Islands,2022-01-08,122
Philippines,2022-02-04,378400
Netherlands,2022-02-16,11380
Greenland,2022-01-04,7
North America,2022-01-23,2134168
Wallis and Futuna,2022-01-17,6
Oman,2022-01-24,16068
Jordan,2022-01-30,15517
Northern Ireland,2022-01-19,4857
Luxembourg,2022-01-16,6769
Cook Islands,2022-02-05,6
Serbia,2022-01-26,4084
Mali,2022-02-07,
South Korea,2022-01-31,271073
Saudi Arabia,2022-01-20,169351
Angola,2022-02-17,
Sri Lanka,2022-02-17,51998
Gibraltar,2022-01-17,132
Macao,2022-01-30,2047
Switzerland,2022-01-09,70643
Belize,2022-01-28,785
Cook Islands,2022-01-17,4
Cote d'Ivoire,2022-02-08,65578
Armenia,2022-01-30,9896
Indonesia,2022-01-11,1252137
Iran,2022-01-17,506338
Ecuador,2022-01-25,69807
Spain,2022-01-11,176297
Angola,2022-02-04,83460
Solomon Islands,2022-01-16,760
Antigua and Barbuda,2022-01-26,103
Papua New Guinea,2022-01-09,595
Faeroe Islands,2022-01-08,375
Niger,2022-01-09,18757
Sri Lanka,2022-02-02,91930
World,2022-01-14,35157456
Montenegro,2022-01-17,747
Israel,2022-02-16,4706
Gibraltar,2022-01-21,107
Aruba,2022-02-12,60
Fiji,2022-01-17,182
El Salvador,2022-02-07,9649
Nicaragua,2022-01-28,35183
Samoa,2022-02-09,401
Albania,2022-01-18,5471
Argentina,2022-01-12,411708
El Salvador,2022-01-24,10607
Wales,2022-02-06,3748
Nigeria,2022-01-15,225639
Comoros,2022-01-07,609
Armenia,2022-01-26,10322
Guernsey,2022-01-02,1747
Nepal,2022-02-08,360824
Qatar,2022-02-08,21516
Maldives,2022-01-26,2825
Tanzania,2022-01-10,33124
Serbia,2022-02-06,3658
Bahamas,2022-02-04,316
El Salvador,2022-02-12,7819
Rwanda,2022-01-21,127901
Somalia,2022-01-25,1578
Afghanistan,2022-02-01,11228
Gambia,2022-01-08,2299
New Zealand,2022-02-05,40596
Niger,2022-01-05,18757
Democratic Republic of Congo,2022-01-05,989
Paraguay,2022-01-08,28189
Germany,2022-02-10,209420
Papua New Guinea,2022-02-12,739
Kyrgyzstan,2022-01-28,8971
Luxembourg,2022-01-05,4593
Brazil,2022-02-10,1219959
High income,2022-01-27,4944355
Dominican Republic,2022-02-08,23947
British Virgin Islands,2022-01-24,15
Lithuania,2022-01-30,5371
Indonesia,2022-01-10,1252137
Myanmar,2022-01-18,185140
Libya,2022-01-29,11124
Zimbabwe,2022-01-16,13882
Gibraltar,2022-01-02,17
Liechtenstein,2022-01-25,127
Albania,2022-01-05,6471
Venezuela,2022-01-20,126261
Gibraltar,2022-01-11,55
Norway,2022-01-21,42361
Australia,2022-01-07,177590
Iceland,2022-01-04,497
Saint Vincent and the Grenadines,2022-01-18,82
Wallis and Futuna,2022-01-15,6
Afghanistan,2022-01-04,17604
Denmark,2022-02-16,2955
Germany,2022-01-18,604107
European Union,2022-02-12,1129119
Canada,2022-01-05,266746
Guernsey,2022-01-16,177
Cayman Islands,2022-01-09,212
Curacao,2022-02-03,257
Kiribati,2022-01-30,330
Upper middle income,2022-02-10,7751216
Faeroe Islands,2022-01-14,265
Ecuador,2022-01-08,86424
Jamaica,2022-01-01,1407
Curacao,2022-02-14,146
Tajikistan,2022-01-30,46714
Guinea-Bissau,2022-02-12,9511
Belarus,2022-01-09,37499
Greenland,2022-01-19,51
Armenia,2022-01-19,9024
Sierra Leone,2022-01-28,24900
South Africa,2022-02-17,91954
Tajikistan,2022-01-06,54820
Paraguay,2022-02-14,22664
North Macedonia,2022-01-20,1336
Papua New Guinea,2022-02-13,676
Scotland,2022-02-07,5913
Senegal,2022-01-16,4472
Ukraine,2022-01-21,68767
World,2022-01-19,30186553
Jersey,2022-01-26,162
Sint Maarten (Dutch part),2022-02-08,59
New Zealand,2022-02-07,46996
French Polynesia,2022-01-22,433
Serbia,2022-01-21,5731
Chad,2022-01-29,1229
Somalia,2022-01-28,1578
India,2022-02-09,4713271
Maldives,2022-01-18,1803
Algeria,2022-01-29,16222
Cote d'Ivoire,2022-01-19,10513
Montserrat,2022-01-28,16
Estonia,2022-01-11,4525
Kuwait,2022-01-05,14965
Albania,2022-01-09,8502
Iraq,2022-01-04,35970
Estonia,2022-02-18,1057
Lower middle income,2022-01-26,12352525
Canada,2022-02-04,196625
United States,2022-01-19,930887
Hong Kong,2022-01-04,23581
Grenada,2022-01-07,175
Slovenia,2022-01-25,2815
Liberia,2022-01-04,11591
Iraq,2022-01-28,43895
Turkey,2022-01-20,283559
Montenegro,2022-01-22,654
Belarus,2022-01-08,41770
Armenia,2022-02-11,4755
Guyana,2022-01-15,2015
Myanmar,2022-01-30,129771
Djibouti,2022-01-19,595
Montenegro,2022-02-10,415
Dominica,2022-01-01,152
Sao Tome and Principe,2022-01-01,384
Gibraltar,2022-01-15,135
India,2022-01-05,6715446
Kosovo,2022-01-20,4045
Greece,2022-01-02,74514
Russia,2022-01-16,369940
Bermuda,2022-02-14,145
Moldova,2022-01-05,2621
Tonga,2022-01-14,145
Kenya,2022-01-16,66556
Montserrat,2022-02-08,11
South Korea,2022-01-06,413545
Pakistan,2022-01-26,534708
Kosovo,2022-02-15,1141
Uganda,2022-01-19,29203
Czechia,2022-02-15,11538
Trinidad and Tobago,2022-01-11,3661
Armenia,2022-02-10,4687
Somalia,2022-02-03,1578
Central African Republic,2022-01-11,3596
Finland,2022-01-20,32017
Senegal,2022-02-05,26873
Chad,2022-01-22,1417
Israel,2022-01-15,63861
Aruba,2022-01-14,66
Niger,2022-01-04,18757
Cuba,2022-02-15,21657
Sudan,2022-01-28,72864
South Sudan,2022-02-04,4747
Honduras,2022-01-08,27940
Central African Republic,2022-01-30,4817
Bahamas,2022-01-03,618
Pakistan,2022-01-10,600999
South Africa,2022-02-20,62772
Cameroon,2022-01-10,254
Syria,2022-01-18,3543
Vietnam,2022-01-22,1090513
Slovenia,2022-01-07,6659
Ireland,2022-01-04,31257
Timor,2022-02-03,660
Vietnam,2022-02-05,151858
Australia,2022-01-03,82527
Ecuador,2022-02-09,64408
Saint Kitts and Nevis,2022-01-08,85
Montenegro,2022-01-31,399
Panama,2022-01-24,27091
Sri Lanka,2022-01-09,39230
Portugal,2022-02-11,59639
Togo,2022-01-05,4852
Palestine,2022-01-03,3012
Maldives,2022-01-25,2725
Chile,2022-02-08,57478
Honduras,2022-01-11,17619
Jordan,2022-01-06,35491
Slovenia,2022-02-06,3038
El Salvador,2022-01-04,6723
Saudi Arabia,2022-01-28,260084
Jamaica,2022-01-14,3627
Somalia,2022-02-02,1578
Gambia,2022-01-03,2159
Papua New Guinea,2022-02-08,991
Low income,2022-01-15,463000
Aruba,2022-01-13,63
Bhutan,2022-01-06,312
Cayman Islands,2022-02-11,0
Low income,2022-01-13,513269
North America,2022-02-12,1225084
Europe,2022-01-26,2853788
North America,2022-01-07,1820616
Wales,2022-01-19,8328
United Kingdom,2022-02-12,68378
Grenada,2022-01-18,154
Japan,2022-01-22,168470
Saudi Arabia,2022-01-24,224833
France,2022-01-06,451266
Germany,2022-02-16,156566
India,2022-01-17,7377220
Costa Rica,2022-01-27,11817
Slovenia,2022-02-18,1482
Chile,2022-02-14,66108
Belarus,2022-01-21,56244
Tajikistan,2022-01-16,65092
Serbia,2022-01-20,5985
United Kingdom,2022-01-07,218745
Libya,2022-01-06,10359
Denmark,2022-01-03,53531
Hong Kong,2022-01-10,39191
Kyrgyzstan,2022-01-24,9249
Indonesia,2022-02-19,1252137
Jordan,2022-01-10,35491
Nicaragua,2022-01-03,25239
Nepal,2022-01-02,219116
Panama,2022-02-06,14959
El Salvador,2022-01-12,15221
Anguilla,2022-02-03,31
Venezuela,2022-01-16,126261
Malaysia,2022-01-02,144755
Mali,2022-01-26,
Myanmar,2022-02-12,136070
Nicaragua,2022-01-09,24388
High income,2022-01-26,5089430
Costa Rica,2022-02-07,14700
Latvia,2022-02-03,4224
Bangladesh,2022-01-25,921334
Dominican Republic,2022-02-07,26935
New Zealand,2022-01-19,42197
Czechia,2022-02-09,16993
Uganda,2022-01-22,29203
European Union,2022-01-14,3268022
Upper middle income,2022-01-21,9493064
Lebanon,2022-01-08,24634
Iran,2022-01-08,447861
Malta,2022-01-26,2898
Grenada,2022-01-24,123
United Kingdom,2022-01-08,260816
Maldives,2022-01-24,2650
Kenya,2022-01-02,77129
Bangladesh,2022-01-20,1846702
Afghanistan,2022-01-25,9368
Lithuania,2022-01-15,11531
Belarus,2022-02-03,33230
Guyana,2022-02-12,1266
Paraguay,2022-02-12,25224
Panama,2022-01-15,25641
Trinidad and Tobago,2022-01-27,1815
French Polynesia,2022-01-15,722
Samoa,2022-01-13,81
Aruba,2022-01-07,56
Sudan,2022-01-23,12883
Greece,2022-02-05,39308
South Sudan,2022-01-16,1556
France,2022-02-04,213472
Mauritania,2022-01-14,6733
Denmark,2022-01-27,16189
Turkey,2022-02-19,122656
Zambia,2022-01-15,29840
England,2022-01-22,96872
Bulgaria,2022-02-12,5741
Albania,2022-02-12,4008
Seychelles,2022-01-06,347
Mongolia,2022-01-19,5135
Northern Ireland,2022-01-14,6579
Liberia,2022-01-19,1580
Belgium,2022-01-10,125820
Thailand,2022-01-27,401917
Estonia,2022-02-08,1590
United Arab Emirates,2022-02-14,20769
Thailand,2022-02-08,266270
Fiji,2022-02-08,242
Laos,2022-02-02,48048
Slovenia,2022-01-08,6862
Azerbaijan,2022-01-10,21724
Namibia,2022-02-10,846
Cambodia,2022-01-12,78287
England,2022-01-10,220651
Europe,2022-01-04,3209416
Bahrain,2022-02-09,1953
Honduras,2022-01-24,37750
Cook Islands,2022-01-10,5
India,2022-02-05,6102269
Scotland,2022-02-01,8250
Cyprus,2022-02-02,7036
Oceania,2022-01-24,334768
Mauritius,2022-02-17,
Bulgaria,2022-01-09,21695
Libya,2022-02-07,9809
Niger,2022-01-16,3512
Costa Rica,2022-01-07,18714
Bahamas,2022-01-31,350
India,2022-01-11,9358811
Russia,2022-01-06,71079
Indonesia,2022-01-12,1252137
Luxembourg,2022-01-13,6538
Montserrat,2022-01-26,21
Scotland,2022-01-16,19377
Austria,2022-01-31,28024
Poland,2022-01-21,162504
Kosovo,2022-02-09,1805
Malawi,2022-02-06,1320
Suriname,2022-01-13,309
Tanzania,2022-01-09,33124
Cyprus,2022-01-25,3793
Latvia,2022-01-13,9991
Canada,2022-01-04,284736
Ethiopia,2022-01-10,1513
Isle of Man,2022-02-11,71
Libya,2022-01-30,10582
Argentina,2022-01-02,292377
India,2022-01-29,4767597
Guatemala,2022-01-16,92067
Lower middle income,2022-02-13,9949730
Israel,2022-01-10,75817
Italy,2022-01-06,431259
Italy,2022-01-09,582279
Hungary,2022-01-08,21208
Switzerland,2022-01-05,48083
Czechia,2022-01-22,43472
Bhutan,2022-02-07,3692
Trinidad and Tobago,2022-01-20,2106
Cambodia,2022-02-08,41568
Scotland,2022-02-09,5747
South Korea,2022-01-27,302904
Hungary,2022-01-11,25667
Guinea,2022-01-07,66683
Lower middle income,2022-01-25,13620142
Yemen,2022-01-11,1926
Australia,2022-01-17,283921
Antigua and Barbuda,2022-01-28,79
Kazakhstan,2022-02-18,345153
Algeria,2022-01-21,16222
Uganda,2022-01-04,136612
Bahamas,2022-02-02,316
Liechtenstein,2022-01-07,235
Malta,2022-01-25,3061
Montenegro,2022-02-04,428
Philippines,2022-01-08,531791
Brunei,2022-01-16,3143
Trinidad and Tobago,2022-02-17,1550
Ecuador,2022-02-12,68865
Argentina,2022-01-25,411449
Latvia,2022-01-06,6915
Russia,2022-01-31,272504
Kosovo,2022-02-11,1408
South Korea,2022-01-08,452615
Yemen,2022-01-18,2512
French Polynesia,2022-01-02,252
Jamaica,2022-02-06,2282
Norway,2022-02-05,15723
Laos,2022-01-08,35334
Brazil,2022-02-04,1040783
Algeria,2022-01-18,16222
Japan,2022-01-23,175639
Estonia,2022-02-02,2394
Samoa,2022-01-11,57
Romania,2022-01-19,17629
Upper middle income,2022-01-30,9582099
Curacao,2022-02-18,122
Iraq,2022-02-02,39665
Hong Kong,2022-01-26,43035
Gibraltar,2022-02-02,80
Spain,2022-01-21,237378
Montserrat,2022-01-16,46
United Arab Emirates,2022-01-19,26734
Indonesia,2022-01-09,1252137
World,2022-02-06,18537264
Nicaragua,2022-01-07,21715
Belize,2022-02-04,612
Mongolia,2022-01-29,2230
Guatemala,2022-01-22,86333
Russia,2022-01-10,118698
Seychelles,2022-01-14,347
Gibraltar,2022-02-05,68
Peru,2022-01-15,238894
Switzerland,2022-01-25,38540
Mauritania,2022-01-25,5385
Brazil,2022-02-09,1173982
Croatia,2022-02-10,4385
Chad,2022-01-18,2168
Turkey,2022-01-24,194336
Morocco,2022-01-14,58565
Macao,2022-01-23,2592
Myanmar,2022-02-09,117521
Mozambique,2022-01-23,142755
Moldova,2022-01-19,4937
France,2022-02-11,194507
Bolivia,2022-02-07,30285
Bulgaria,2022-01-29,8600
Italy,2022-01-30,502130
Slovenia,2022-02-10,2133
Jordan,2022-01-31,15261
Iraq,2022-01-14,57336
Cook Islands,2022-02-06,6
Cape Verde,2022-01-30,2853
Spain,2022-01-15,238444
Afghanistan,2022-01-21,8355
Israel,2022-01-31,10571
Netherlands,2022-02-14,15487
British Virgin Islands,2022-01-28,6
Slovenia,2022-02-13,1899
Taiwan,2022-01-26,355421
Guinea-Bissau,2022-01-03,93
China,2022-01-03,10479429
France,2022-01-23,346955
High income,2022-01-06,5071908
Equatorial Guinea,2022-01-07,49
Uruguay,2022-01-28,17415
Czechia,2022-02-01,29802
Guernsey,2022-02-08,91
Guinea,2022-02-06,2802
Lebanon,2022-02-01,12976
Bolivia,2022-02-17,28296
Saint Lucia,2022-01-23,94
Moldova,2022-02-19,4901
South Africa,2022-02-14,116231
Australia,2022-01-20,281928
Montserrat,2022-02-07,10
Mozambique,2022-01-28,80250
Democratic Republic of Congo,2022-01-31,7037
Djibouti,2022-01-26,577
Bermuda,2022-01-31,389
Dominican Republic,2022-02-13,17589
Greece,2022-02-16,29070
Saint Lucia,2022-01-19,125
Lebanon,2022-02-14,9813
United Kingdom,2022-02-10,68617
United States,2022-01-16,1081850
Oman,2022-01-13,11708
Russia,2022-02-03,269529
Barbados,2022-01-30,177
Lower middle income,2022-02-16,8458993
Estonia,2022-02-06,1831
Jordan,2022-01-17,35491
Bosnia and Herzegovina,2022-01-26,4315
Singapore,2022-01-07,41911
Turks and Caicos Islands,2022-02-02,122
Jordan,2022-01-25,19468
Italy,2022-02-06,364272
Yemen,2022-01-28,2948
Botswana,2022-02-09,2733
Wales,2022-01-30,4734
Cayman Islands,2022-01-25,152
Timor,2022-01-29,1078
Egypt,2022-01-20,287069
Italy,2022-02-12,244841
Vietnam,2022-02-14,526030
Antigua and Barbuda,2022-01-05,34
Morocco,2022-01-11,65404
Cameroon,2022-01-14,254
Nauru,2022-01-03,1
Sri Lanka,2022-01-03,102129
North Macedonia,2022-01-13,1615
Comoros,2022-01-14,609
Togo,2022-01-08,4742
Brazil,2022-01-02,351262
Luxembourg,2022-01-08,5998
Africa,2022-01-15,1702232
Colombia,2022-01-12,243792
Poland,2022-02-14,65052
Estonia,2022-01-26,3110
Jordan,2022-01-03,33151
South Sudan,2022-01-04,810
Taiwan,2022-02-12,220526
Aruba,2022-01-25,183
Guinea-Bissau,2022-02-05,5281
Mexico,2022-02-12,423504
Solomon Islands,2022-01-10,749
Central African Republic,2022-01-03,3596
Jersey,2022-01-02,636
Barbados,2022-02-08,145
Sri Lanka,2022-01-08,35017
Costa Rica,2022-02-08,15607
Kenya,2022-02-19,152608
North Macedonia,2022-01-10,1615
Lower middle income,2022-02-06,9868960
Kyrgyzstan,2022-02-17,9846
Europe,2022-01-14,4083758
Algeria,2022-01-31,16222
Solomon Islands,2022-01-29,1061
United States,2022-01-11,1202542
Jamaica,2022-02-08,2130
Senegal,2022-02-08,49274
Austria,2022-01-06,40695
Rwanda,2022-01-17,127901
Uruguay,2022-01-21,19947
Italy,2022-01-28,511557
Panama,2022-02-10,14654
Lithuania,2022-01-25,6348
Uzbekistan,2022-01-09,83205
Cape Verde,2022-02-01,2853
Norway,2022-02-11,9197
Burundi,2022-01-15,47
Nigeria,2022-01-01,145416
Uzbekistan,2022-01-06,45494
Netherlands,2022-01-17,136018
Cook Islands,2022-01-30,6
Taiwan,2022-01-12,69074
Iraq,2022-01-22,48437
Haiti,2022-01-02,523
Dominican Republic,2022-02-14,17197
Saint Lucia,2022-02-06,73
Morocco,2022-02-06,57272
New Zealand,2022-01-24,54577
Moldova,2022-02-11,5010
South Korea,2022-02-19,164384
Ireland,2022-01-03,29924
Colombia,2022-01-13,243085
Barbados,2022-01-27,184
Namibia,2022-01-13,908
Panama,2022-01-10,23610
Montenegro,2022-01-12,685
Tonga,2022-01-01,436
Hong Kong,2022-02-07,35129
Lebanon,2022-01-04,12044
Saint Kitts and Nevis,2022-01-23,49
Nicaragua,2022-02-14,22658
Bulgaria,2022-01-14,22533
Taiwan,2022-01-09,72807
Germany,2022-02-09,222351
Argentina,2022-02-01,311569
Europe,2022-01-29,2573976
Burkina Faso,2022-01-11,7399
Dominican Republic,2022-01-20,22499
Ireland,2022-01-14,28044
Albania,2022-02-01,16639
Libya,2022-01-21,8943
Kyrgyzstan,2022-01-08,4381
Haiti,2022-01-01,521
Northern Ireland,2022-02-15,2117
Jersey,2022-01-29,142
Timor,2022-02-09,596
Kyrgyzstan,2022-01-30,9892
Scotland,2022-02-11,6217
Suriname,2022-01-15,285
Guinea,2022-01-31,10873
Suriname,2022-02-10,144
Grenada,2022-01-06,175
Fiji,2022-02-12,315
Ecuador,2022-01-18,103727
Norway,2022-01-10,54137
Romania,2022-01-30,17555
Tunisia,2022-01-19,18490
Faeroe Islands,2022-01-20,170
French Polynesia,2022-02-10,213
Northern Ireland,2022-01-26,3085
Georgia,2022-01-21,6890
United Arab Emirates,2022-01-26,37737
Russia,2022-01-04,332053
Japan,2022-01-07,139729
Costa Rica,2022-02-14,21051
Kazakhstan,2022-01-27,19157
Israel,2022-02-02,9923
Slovenia,2022-01-26,2745
Tunisia,2022-01-18,18217
Cuba,2022-01-01,135997
Madagascar,2022-01-01,7645
Ecuador,2022-02-08,62494
Ireland,2022-01-29,8526
Pakistan,2022-01-04,917625
Iraq,2022-01-12,54489
Slovakia,2022-01-30,6967
Scotland,2022-01-23,11530
South Africa,2022-01-05,42525
Angola,2022-01-08,61825
Saint Vincent and the Grenadines,2022-01-12,82
England,2022-01-31,79613
Botswana,2022-01-09,2733
China,2022-01-13,6243571
Argentina,2022-02-12,246655
France,2022-01-29,262900
Peru,2022-01-16,228853
United States,2022-02-05,498304
Hong Kong,2022-01-30,46448
Uzbekistan,2022-01-04,83238
Ireland,2022-02-11,8308
New Caledonia,2022-02-01,159
Jersey,2022-02-09,101
Spain,2022-01-26,215378
Vanuatu,2022-01-08,736
Qatar,2022-02-06,26861
Kazakhstan,2022-01-05,16081
Europe,2022-02-07,1789436
Saint Vincent and the Grenadines,2022-01-16,82
Aruba,2022-01-11,72
Sierra Leone,2022-01-05,1199
Slovenia,2022-02-09,2264
Thailand,2022-02-17,232738
Myanmar,2022-02-01,117444
Vietnam,2022-01-29,825660
Bangladesh,2022-01-13,1236397
Belize,2022-01-21,676
Cuba,2022-01-20,149541
Burundi,2022-01-25,62
Egypt,2022-01-13,340018
Belarus,2022-01-28,47801
Iran,2022-01-30,425265
Algeria,2022-01-28,16222
Mali,2022-01-23,
Turkey,2022-01-05,517601
Ukraine,2022-02-07,59470
Samoa,2022-01-30,382
Liberia,2022-01-29,1580
Sudan,2022-01-26,31537
Slovenia,2022-02-08,2469
Morocco,2022-02-02,47048
Senegal,2022-01-08,1606
Algeria,2022-01-04,22589
French Polynesia,2022-01-26,217
Cuba,2022-01-07,67220
Vanuatu,2022-01-21,736
Scotland,2022-01-07,17290
Czechia,2022-01-04,44172
Guinea,2022-02-10,132
China,2022-02-17,5718714
Eswatini,2022-01-27,2314
Bangladesh,2022-01-29,925172
Zimbabwe,2022-01-21,12685
Nepal,2022-01-15,226666
Syria,2022-01-20,3186
China,2022-01-05,8842714
Israel,2022-02-03,9586
Egypt,2022-01-21,276236
Myanmar,2022-01-22,181296
Ukraine,2022-01-03,62619
Dominica,2022-02-17,35
South Korea,2022-02-20,164126
Grenada,2022-01-14,188
Taiwan,2022-01-05,56618
Guatemala,2022-01-12,90587
South America,2022-01-09,1949599
Kazakhstan,2022-01-03,16873
Faeroe Islands,2022-01-17,159
Denmark,2022-02-10,4371
Europe,2022-01-03,3252941
Madagascar,2022-01-27,5727
Jersey,2022-02-06,112
High income,2022-02-07,3579576
Turkey,2022-02-10,160389
Myanmar,2022-01-06,170740
European Union,2022-01-04,2328523
Saint Vincent and the Grenadines,2022-01-20,82
Scotland,2022-01-02,23842
Uganda,2022-01-29,37595
Suriname,2022-01-23,204
Iraq,2022-02-11,40689
Aruba,2022-01-15,61
Greece,2022-02-08,35471
Romania,2022-02-13,9484
Algeria,2022-02-04,16222
United Arab Emirates,2022-01-02,27043
Peru,2022-01-23,149416
Sri Lanka,2022-02-12,64915
Japan,2022-02-01,321567
Italy,2022-02-13,234653
Kyrgyzstan,2022-01-13,7295
Netherlands,2022-01-04,249768
Paraguay,2022-01-15,26285
Greenland,2022-02-10,15
Senegal,2022-01-03,459
Kyrgyzstan,2022-01-15,8187
Democratic Republic of Congo,2022-02-03,5496
Wallis and Futuna,2022-01-06,7
Vietnam,2022-01-12,1089549
Cook Islands,2022-01-25,6
Guyana,2022-02-13,1215
Montenegro,2022-02-13,367
Moldova,2022-02-10,5204
Poland,2022-01-28,132224
United Arab Emirates,2022-01-09,29297
Netherlands,2022-02-12,19594
New Zealand,2022-01-07,23721
Guernsey,2022-01-27,75
Australia,2022-01-15,276075
Guyana,2022-01-14,2051
Isle of Man,2022-01-07,523
Moldova,2022-02-15,5168
Brazil,2022-02-08,1144740
El Salvador,2022-02-11,8734
British Virgin Islands,2022-01-14,23
Anguilla,2022-01-11,21
Anguilla,2022-01-26,28
Asia,2022-01-21,19089887
Kosovo,2022-01-06,1743
Macao,2022-02-04,810
Democratic Republic of Congo,2022-01-23,4465
Portugal,2022-02-10,62863
Botswana,2022-01-16,2733
Sweden,2022-01-02,21545
South Sudan,2022-01-11,970
Angola,2022-01-03,42414
Guinea-Bissau,2022-02-06,6205
Bosnia and Herzegovina,2022-01-29,4315
Dominica,2022-01-23,46
Northern Ireland,2022-01-13,6976
El Salvador,2022-02-01,8802
China,2022-01-07,7491429
Malta,2022-01-16,5345
Northern Ireland,2022-01-20,4547
Thailand,2022-01-30,379043
Oman,2022-01-16,11708
Sri Lanka,2022-01-24,58316
Cuba,2022-01-16,178929
Malawi,2022-01-09,4525
Croatia,2022-01-30,7084
Vanuatu,2022-01-10,736
Dominica,2022-01-17,36
Papua New Guinea,2022-01-17,215
South Africa,2022-02-19,64237
Dominica,2022-02-05,90
Chile,2022-02-06,50240
Liechtenstein,2022-02-03,84
Colombia,2022-01-10,237215
Senegal,2022-01-11,3325
Belgium,2022-01-23,70553
Curacao,2022-02-13,159
Kiribati,2022-01-09,910
Kazakhstan,2022-01-28,18539
Mexico,2022-01-06,195202
Burundi,2022-01-07,41
South Korea,2022-01-17,399113
Morocco,2022-02-03,49604
Palestine,2022-01-14,1291
Moldova,2022-01-11,3872
Cambodia,2022-02-13,56719
Zimbabwe,2022-01-29,9586
Japan,2022-01-10,139729
Macao,2022-01-26,2614
Jordan,2022-01-04,35491
Fiji,2022-01-20,164
Papua New Guinea,2022-01-14,432
Suriname,2022-01-08,342
Aruba,2022-02-11,61
Algeria,2022-02-01,16222
Timor,2022-02-10,622
Malawi,2022-01-12,5033
Peru,2022-02-15,88853
Gibraltar,2022-01-09,36
Cook Islands,2022-02-14,6
India,2022-01-14,7269519
China,2022-01-19,4799571
Libya,2022-01-20,8986
Cayman Islands,2022-02-04,87
Kazakhstan,2022-02-05,17372
Asia,2022-02-09,13522230
Democratic Republic of Congo,2022-02-17,
British Virgin Islands,2022-01-08,13
Tunisia,2022-02-17,8149
Bhutan,2022-01-08,209
Nigeria,2022-01-04,133469
Singapore,2022-01-05,39467
Bermuda,2022-02-07,182
Ukraine,2022-01-27,66779
Gabon,2022-01-22,3277
Greenland,2022-02-06,10
United States,2022-01-22,800996
South Africa,2022-02-04,49497
Syria,2022-01-25,2829
Cote d'Ivoire,2022-01-27,12121
South Korea,2022-01-26,301044
Isle of Man,2022-02-15,66
Asia,2022-01-02,24022015
Faeroe Islands,2022-01-13,307
Azerbaijan,2022-01-22,20394
South America,2022-01-25,2135753
Ukraine,2022-02-02,61184
New Zealand,2022-02-18,44981
Jersey,2022-01-06,517
Gabon,2022-01-04,3128
Argentina,2022-01-17,358954
Moldova,2022-01-25,6436
Canada,2022-01-06,277600
Peru,2022-01-21,163751
Denmark,2022-02-07,5247
Mali,2022-02-08,
Peru,2022-01-01,199808
Ireland,2022-01-24,12292
Colombia,2022-01-31,225309
Zambia,2022-01-08,20756
Kazakhstan,2022-01-02,17323
French Polynesia,2022-02-03,217
England,2022-01-24,93363
Lithuania,2022-01-20,8179
San Marino,2022-01-18,264
Portugal,2022-01-03,58614
Bermuda,2022-01-01,207
Low income,2022-01-27,778861
Kosovo,2022-01-26,4512
Scotland,2022-02-04,7149
Saint Kitts and Nevis,2022-02-11,220
Comoros,2022-01-30,2489
Germany,2022-02-12,191384
Maldives,2022-02-02,2918
Jersey,2022-01-28,149
El Salvador,2022-01-14,15221
Seychelles,2022-02-17,
Angola,2022-01-16,114241
Zambia,2022-01-03,22930
Sweden,2022-01-04,24977
Iran,2022-02-08,479334
South Korea,2022-01-21,331202
Sierra Leone,2022-01-03,1199
Andorra,2022-01-18,813
Liechtenstein,2022-01-04,156
Guinea,2022-02-08,55
Guinea-Bissau,2022-01-29,894
Luxembourg,2022-01-22,5811
Liberia,2022-01-25,1580
England,2022-02-13,56235
Georgia,2022-01-11,7087
Zambia,2022-01-19,33475
Barbados,2022-01-16,291
Tunisia,2022-01-31,8431
Suriname,2022-02-20,123
South America,2022-02-16,1954608
Azerbaijan,2022-02-01,27660
San Marino,2022-01-15,219
Guinea-Bissau,2022-02-08,8231
Kazakhstan,2022-01-24,19070
Iraq,2022-02-08,40689
High income,2022-01-24,5301994
Paraguay,2022-01-29,12182
Afghanistan,2022-01-10,16642
Timor,2022-01-03,1006
Curacao,2022-01-20,514
United Kingdom,2022-02-16,69425
Antigua and Barbuda,2022-01-06,34
